from,to
581,445
164,695
481,481
673,673
495,673
328,143
83,747
405,489
166,168
44,441
708,748
748,748
280,409
138,409
409,138
45,428
233,366
417,547
366,233
114,256
489,405
47,547
282,16
48,547
433,50
212,44
403,403
608,499
602,499
28,229
420,541
44,212
189,121
256,170
107,375
792,121
453,121
166,147
82,147
121,147
44,16
533,147
142,474
395,250
166,41
121,41
612,41
160,41
546,41
366,474
674,506
160,474
601,41
107,474
493,121
41,152
186,474
41,173
147,173
173,147
615,474
254,474
741,377
106,163
80,282
659,377
106,377
725,417
245,417
47,417
48,417
474,142
506,674
168,166
40,245
409,280
362,441
269,147
170,256
269,152
541,420
296,157
489,157
339,169
269,404
233,147
311,678
365,152
269,83
510,506
748,160
121,493
229,338
165,338
339,338
157,489
672,506
82,163
121,163
105,163
249,163
160,163
214,83
166,163
601,163
282,163
366,163
142,163
9,506
168,83
280,83
41,83
458,83
292,83
56,56
105,493
249,493
163,142
161,141
233,173
269,173
388,157
506,441
233,441
141,161
83,292
260,173
406,506
466,7
9,213
359,7
499,7
83,280
707,7
700,7
332,7
406,7
269,474
233,474
468,167
0,221
286,305
512,512
494,94
749,167
166,233
282,233
494,233
601,233
433,233
86,233
84,233
142,233
70,233
62,233
654,233
83,168
160,55
20,137
499,608
183,655
280,655
212,87
163,87
404,87
105,87
424,87
643,87
173,87
654,87
249,87
54,285
45,274
334,334
206,793
259,259
106,72
87,212
87,173
285,54
210,63
96,369
89,369
88,369
304,369
793,748
369,304
292,231
306,409
87,153
212,153
212,288
242,242
612,153
612,212
612,83
212,83
231,292
266,498
690,447
495,169
473,447
498,266
794,335
128,201
794,322
106,242
75,75
87,493
615,493
612,105
654,48
424,493
160,394
162,163
87,163
725,113
412,3
137,20
520,20
94,128
612,115
87,404
115,147
520,56
444,464
694,610
420,610
296,610
250,610
472,610
255,610
140,334
405,212
506,9
50,612
55,160
160,161
426,285
285,426
184,409
356,671
369,88
305,195
292,409
72,92
260,92
326,92
173,92
464,444
162,549
288,549
276,549
16,290
25,409
64,21
795,417
409,90
269,434
667,81
508,81
679,81
710,81
597,695
30,417
115,404
642,405
44,405
329,405
28,405
128,405
303,405
210,405
21,405
371,405
114,405
296,405
490,405
81,405
340,405
226,405
227,405
278,405
129,405
169,405
796,405
174,405
355,405
367,405
117,121
105,495
409,20
212,404
130,13
195,305
434,121
81,671
531,116
79,116
165,116
92,173
434,173
115,173
362,496
438,113
409,184
440,498
127,20
30,35
114,290
272,290
434,215
233,158
6,290
64,290
21,28
458,397
290,114
168,114
116,531
107,290
215,589
9,499
506,107
549,162
163,162
227,222
498,440
160,290
612,163
494,290
457,426
183,63
738,305
405,21
83,214
669,783
538,530
92,530
788,788
605,797
446,429
216,429
349,349
644,644
58,58
121,58
212,211
738,211
29,36
479,414
493,256
798,798
573,8
55,285
738,285
481,285
201,128
212,210
39,39
342,201
308,462
21,462
20,462
272,462
249,462
799,447
183,223
117,223
46,21
303,21
309,223
560,223
533,83
186,83
485,423
115,83
447,799
21,128
287,800
185,800
212,223
352,342
2,516
516,2
517,2
21,46
800,185
131,211
426,257
342,352
263,76
367,338
490,491
447,473
114,547
211,212
223,117
210,212
339,361
261,24
5,35
206,206
462,249
158,233
339,417
189,82
107,147
462,21
1,146
20,86
549,288
295,321
160,212
565,266
107,541
23,41
493,41
474,41
180,41
115,41
801,41
95,201
172,168
231,122
769,107
612,474
63,41
294,206
183,450
654,376
671,357
513,115
50,433
106,259
96,235
21,11
338,367
11,466
107,184
189,225
197,201
623,129
420,641
11,573
115,513
179,160
343,160
352,201
44,12
128,63
41,63
518,552
641,420
466,11
35,5
20,520
162,404
358,525
301,337
627,627
243,243
183,309
133,309
95,309
12,44
641,160
98,86
160,641
90,160
181,160
662,366
309,183
233,233
285,520
305,520
286,520
685,194
172,802
256,802
129,802
365,802
404,162
589,215
121,462
56,520
189,314
74,690
363,155
464,464
309,95
190,494
35,35
349,344
155,363
337,13
526,390
226,390
96,37
165,133
510,492
249,577
685,160
298,160
577,249
568,568
212,81
473,418
442,40
137,81
5,430
81,137
28,133
340,133
129,133
169,133
367,133
365,133
121,427
685,81
11,360
62,142
166,430
62,237
283,125
286,80
174,80
237,62
278,13
130,122
81,549
44,502
500,502
503,502
7,502
407,502
504,502
505,502
43,502
358,502
165,64
165,89
405,405
518,577
225,225
137,80
571,142
434,393
137,665
365,7
282,139
82,58
142,58
665,282
342,160
375,89
214,95
112,357
199,526
546,7
756,288
186,121
430,5
506,293
644,64
528,64
249,160
301,269
82,186
523,172
106,223
526,199
160,2
366,223
27,28
1,85
98,640
360,452
161,452
7,452
570,452
388,60
394,60
602,182
286,2
269,301
162,249
342,62
485,417
14,380
249,162
128,409
450,409
265,265
288,83
125,283
89,160
533,189
139,282
441,434
28,434
362,434
165,434
169,434
434,44
157,214
728,10
62,201
172,523
417,485
776,199
54,803
152,83
256,83
518,83
803,54
482,535
340,535
41,105
105,41
68,160
83,212
29,588
199,218
377,381
216,15
78,482
218,199
63,54
217,521
343,681
535,482
275,129
681,343
182,602
624,231
215,41
434,41
63,160
396,308
431,288
288,212
147,62
129,275
178,275
162,15
107,730
365,81
215,541
142,258
426,562
80,62
612,58
35,409
541,215
681,681
133,28
340,28
129,28
128,114
667,187
473,187
550,187
80,187
663,187
549,187
69,187
418,187
184,187
679,187
710,187
152,183
518,183
133,128
340,128
169,128
367,128
166,223
346,129
405,44
54,63
63,128
187,550
116,339
183,152
115,105
466,494
197,494
695,597
597,597
128,367
133,367
340,367
129,367
254,147
125,86
129,47
250,0
148,0
19,550
478,62
478,113
47,444
307,307
347,307
533,58
160,132
160,748
21,21
77,282
280,426
47,129
62,478
113,478
549,549
11,529
481,160
363,212
225,312
284,231
155,209
359,466
549,184
108,356
530,249
518,363
269,272
209,155
0,250
29,30
107,45
268,459
550,19
13,87
338,113
166,187
106,549
151,151
350,681
342,294
214,294
63,434
2,286
108,405
87,405
356,160
37,31
278,486
160,356
377,62
106,550
549,106
481,58
397,458
474,356
457,562
132,160
518,58
16,405
473,549
412,58
4,481
2,481
187,166
608,498
58,412
340,226
89,5
172,280
194,281
195,281
726,5
64,93
282,74
187,80
509,551
551,69
418,473
405,129
107,295
151,170
64,108
5,730
644,528
23,588
478,357
734,284
1,284
296,284
174,665
547,47
495,329
371,329
211,329
63,329
169,329
46,329
329,169
371,169
211,169
63,169
46,169
215,223
211,114
339,38
550,106
44,8
122,262
64,11
482,160
720,754
608,754
555,754
565,754
324,754
266,754
11,754
804,754
115,455
225,314
365,187
78,160
41,280
152,333
518,249
345,160
301,35
340,554
14,41
11,64
295,62
333,152
530,293
160,58
266,246
518,16
754,11
520,54
316,215
371,226
114,226
128,226
462,272
329,46
495,46
114,46
169,46
518,283
499,44
501,44
805,44
502,44
503,44
7,44
729,44
504,44
332,44
162,283
256,226
365,226
60,177
7,11
495,5
730,5
192,516
170,165
405,773
90,143
58,192
93,143
57,2
804,266
38,339
552,89
734,169
82,17
264,86
64,66
428,45
166,427
269,424
233,424
655,427
87,424
366,115
97,97
10,282
64,549
62,377
282,223
101,99
215,549
164,15
543,129
6,284
729,141
361,361
286,281
573,358
174,210
58,162
526,495
296,495
250,495
60,495
225,409
29,409
492,83
145,58
679,375
157,389
179,61
284,6
184,160
576,543
189,160
305,409
424,31
196,424
612,424
326,245
411,305
493,424
31,229
83,434
31,424
300,108
164,272
404,212
16,46
615,404
405,187
543,450
2,57
428,448
213,265
172,377
481,132
160,63
54,132
764,377
337,339
151,339
443,339
30,339
32,339
725,339
261,339
245,339
34,339
35,339
336,339
136,339
338,339
39,339
171,339
40,339
135,339
29,24
340,497
88,304
63,249
5,189
499,358
500,358
805,358
502,358
503,358
7,358
407,358
729,358
504,358
505,358
332,358
358,358
19,142
497,340
377,342
135,40
208,54
40,135
132,481
119,470
132,2
531,531
445,45
346,291
133,426
78,79
282,131
191,342
452,141
131,282
226,142
305,64
407,265
531,282
329,329
30,24
290,64
82,427
176,344
114,640
450,543
151,82
427,82
806,89
464,523
132,236
164,63
523,464
333,318
132,158
263,47
640,114
254,404
158,132
135,409
24,609
420,531
745,74
233,62
468,160
411,285
184,540
166,84
142,226
62,226
526,493
292,493
451,7
358,331
216,140
88,303
19,331
74,745
221,745
224,160
362,331
331,19
493,526
222,331
647,154
195,3
347,352
730,62
41,21
318,338
498,200
65,200
320,232
80,107
160,367
21,189
20,189
282,373
1,189
377,189
210,62
107,80
189,80
714,401
5,170
807,5
189,5
409,135
95,128
421,258
115,339
404,615
189,69
615,145
377,199
232,320
2,138
32,372
160,68
62,170
283,518
152,518
256,518
492,518
199,377
444,76
423,76
360,360
89,285
88,285
194,58
143,413
86,190
324,63
174,283
2,162
104,388
80,16
112,474
718,56
290,143
764,331
62,434
413,143
461,46
225,331
46,461
84,166
513,546
360,265
223,331
265,360
278,160
129,160
27,32
200,498
64,450
464,331
461,269
295,331
60,215
269,461
331,464
546,147
160,340
189,87
328,331
56,211
285,89
223,282
115,184
260,331
19,107
184,115
29,331
331,223
211,56
130,345
515,533
366,147
401,562
569,360
520,3
62,410
141,44
138,481
210,238
388,104
133,169
8,44
528,191
14,563
331,29
181,172
143,290
56,57
59,57
526,172
413,515
191,528
331,260
282,64
786,786
17,222
325,96
90,477
211,131
9,452
96,325
494,209
457,533
381,177
426,493
498,533
385,389
390,389
32,338
180,107
147,366
181,397
30,590
615,17
493,65
107,114
147,546
83,340
172,526
256,489
151,30
114,229
714,172
12,141
656,122
229,114
280,290
409,225
54,520
331,225
484,563
208,363
468,172
261,151
338,318
571,520
35,590
340,83
123,116
1,250
495,250
526,250
296,250
351,250
60,250
44,62
272,409
44,9
62,44
170,5
178,381
427,370
115,370
39,370
340,160
342,350
116,123
166,86
526,294
389,385
327,249
294,526
102,102
562,401
409,272
459,190
296,199
63,324
170,6
189,377
510,19
555,19
504,19
754,19
199,342
167,342
48,482
342,199
39,229
510,674
485,338
56,305
65,493
639,639
305,56
808,808
611,278
160,17
448,409
569,44
154,17
20,282
257,284
473,299
445,254
350,178
520,160
199,776
613,288
263,485
444,485
245,485
549,550
549,84
624,84
422,84
160,84
48,84
485,84
518,371
157,149
421,141
408,5
286,5
1,726
189,726
316,726
699,406
183,21
249,63
211,137
609,24
168,133
44,401
362,401
256,401
129,401
365,401
21,183
571,281
107,296
80,329
286,329
225,81
771,489
214,352
301,184
581,557
106,494
81,494
480,494
351,155
46,155
184,107
164,428
160,481
513,425
155,351
301,474
429,273
474,301
294,160
428,164
62,493
41,282
187,405
423,444
51,751
221,215
319,158
235,158
236,158
243,158
244,158
723,173
749,62
222,86
158,243
8,430
73,0
288,613
295,268
420,373
283,577
87,441
186,82
305,685
368,160
2,409
325,65
331,295
268,295
160,282
160,250
494,494
338,114
809,285
285,809
329,80
62,371
184,314
132,59
25,533
32,533
444,300
707,569
41,776
96,123
105,441
612,612
810,321
441,105
64,169
101,102
7,407
371,107
155,128
283,5
10,535
728,535
321,301
424,375
8,12
579,447
722,38
474,366
754,555
498,265
155,46
280,86
95,86
515,413
581,77
557,77
445,77
497,77
531,77
811,77
539,77
455,123
317,310
282,411
123,455
107,183
180,373
11,7
549,215
360,7
213,7
525,7
298,685
378,491
142,160
418,314
331,328
7,666
152,283
492,283
331,362
94,776
459,74
108,183
374,466
44,160
6,429
375,424
301,597
429,269
28,261
37,48
443,409
494,81
177,734
566,608
358,73
73,358
58,131
409,29
138,57
57,138
331,358
270,160
611,160
486,160
143,91
356,91
108,91
328,91
357,91
265,570
319,237
265,498
160,145
131,58
529,9
809,698
552,698
132,5
15,429
183,108
379,181
380,181
376,181
385,181
386,181
389,181
395,181
397,181
368,181
290,620
686,22
461,461
535,164
17,316
446,164
7,360
698,809
46,495
377,156
296,83
393,83
331,177
194,411
621,231
590,13
81,169
5,7
191,214
25,35
26,35
31,35
32,35
590,35
36,35
37,35
38,35
40,35
588,35
557,445
196,167
13,83
105,256
375,160
412,809
74,106
221,106
569,441
169,64
350,572
157,180
190,86
96,83
296,434
133,134
569,569
13,118
51,141
636,211
13,590
296,160
99,290
183,160
681,160
509,160
611,486
160,69
69,160
165,198
8,504
314,184
694,290
441,569
278,621
412,803
388,160
96,131
283,225
760,15
299,81
7,213
38,409
428,409
5,132
114,531
420,283
11,566
748,62
282,17
18,86
27,30
82,325
325,82
573,9
532,286
160,12
146,299
28,170
64,238
190,459
238,64
108,143
16,434
441,12
276,295
162,295
299,146
441,466
590,409
196,206
170,28
434,16
301,147
5,726
115,142
147,301
738,809
340,419
9,9
738,58
58,738
203,206
295,162
809,411
229,387
405,102
86,38
434,168
200,562
387,229
432,84
313,226
434,145
284,257
21,715
346,346
588,307
573,44
35,170
493,183
256,405
106,211
129,62
405,128
47,482
170,35
30,229
482,47
261,170
438,36
366,248
36,438
481,13
285,254
168,172
20,118
546,615
527,333
547,333
171,333
401,621
81,685
64,191
282,107
704,107
434,180
720,86
13,481
115,48
427,48
151,48
367,48
375,107
301,655
434,338
655,301
211,106
400,21
541,160
288,405
160,541
176,129
86,415
201,160
338,434
460,493
448,272
85,74
548,115
809,211
307,74
444,455
135,13
577,283
206,167
253,373
562,457
283,174
74,307
685,305
81,83
373,253
179,103
184,366
415,86
258,91
198,129
113,13
256,568
86,197
264,499
499,264
126,300
64,405
226,370
221,314
518,152
804,264
221,283
665,685
562,200
131,96
571,373
283,405
62,453
283,411
342,681
141,499
405,283
129,308
318,83
114,83
809,412
803,412
429,6
430,6
370,725
245,725
409,2
149,377
86,18
719,632
91,143
424,290
283,4
48,427
427,427
86,720
299,551
615,460
509,473
290,16
551,299
404,101
735,461
63,233
474,233
812,13
19,360
4,283
518,460
237,240
411,283
59,174
124,233
58,233
101,233
685,665
256,41
249,41
208,738
434,169
21,400
16,355
142,355
559,518
355,518
58,126
518,434
233,282
393,282
105,282
45,272
397,150
739,12
221,225
125,98
112,112
17,105
91,357
572,572
115,373
373,115
434,518
308,129
411,243
464,116
151,116
113,116
329,116
443,116
29,116
30,116
128,116
280,116
32,116
725,116
34,116
35,116
437,116
340,116
39,116
171,116
40,116
207,116
411,809
170,64
168,64
288,434
22,686
200,201
809,305
434,288
305,809
232,160
74,419
438,423
665,137
421,498
529,498
64,305
301,4
652,329
123,96
192,4
669,641
504,494
264,12
211,419
707,19
98,125
495,419
83,285
201,200
608,246
368,537
52,537
303,423
459,661
748,641
499,141
453,83
12,264
355,16
301,314
303,58
661,459
236,132
409,38
44,661
329,652
367,142
183,418
129,418
4,301
105,16
128,300
274,428
661,44
450,813
426,168
813,450
419,74
338,142
468,224
141,213
52,814
5,191
17,313
16,210
292,515
213,141
64,216
28,24
226,366
734,695
314,418
74,20
14,141
183,106
365,695
216,64
64,115
276,168
210,16
157,345
419,211
586,211
546,211
434,211
15,15
233,210
492,48
142,19
290,13
245,76
489,229
168,93
215,221
698,411
481,411
166,373
229,489
698,481
411,481
809,481
764,74
308,74
310,74
312,74
313,74
0,74
468,74
434,226
562,160
74,85
434,478
308,379
380,379
381,379
61,379
392,379
393,379
320,379
378,379
103,379
382,379
181,379
383,379
283,379
385,379
386,379
387,379
388,379
390,379
391,379
250,379
398,379
377,379
368,379
104,379
321,379
60,379
150,379
46,748
213,473
478,434
246,498
64,434
226,434
243,411
141,14
160,133
809,58
261,48
48,48
48,261
526,542
42,309
612,309
58,520
434,64
51,201
477,329
66,90
283,221
667,160
98,371
438,23
347,347
113,455
145,155
612,84
91,356
378,387
76,245
249,404
245,444
460,615
141,141
151,261
106,74
303,303
494,107
158,237
697,697
329,568
518,21
108,67
48,492
67,108
312,5
518,62
84,612
3,58
700,570
615,58
515,129
211,4
481,4
305,4
23,438
129,515
356,405
797,18
18,797
13,10
392,392
64,379
737,271
267,498
481,809
681,214
738,498
267,570
51,200
21,259
368,86
113,250
674,19
283,748
233,236
721,229
661,502
405,356
4,305
113,86
197,86
58,809
245,455
86,113
615,615
593,205
94,533
464,450
611,450
128,450
526,450
534,450
544,450
714,450
815,685
533,94
62,541
450,714
159,62
498,529
324,10
62,159
434,116
184,64
102,6
362,405
483,321
116,434
6,102
698,211
103,179
462,106
8,358
450,107
312,314
255,314
10,324
314,314
745,745
27,93
312,300
314,300
476,329
141,266
360,754
124,429
114,444
154,419
587,237
74,134
182,182
266,141
221,312
217,431
3,412
301,281
281,301
152,107
681,352
434,28
221,310
360,105
429,124
165,82
356,112
623,813
91,112
305,13
336,13
38,13
685,58
105,360
366,226
498,499
151,263
367,263
29,554
493,515
739,569
405,695
568,401
570,12
241,242
545,473
5,405
444,444
405,5
221,223
12,570
28,105
473,545
456,405
189,190
27,590
158,107
685,815
815,815
137,6
365,489
789,352
206,352
332,699
141,529
466,529
272,665
497,419
79,419
445,419
210,810
499,498
83,420
83,430
64,223
542,526
159,237
238,237
241,237
242,237
499,452
502,452
434,10
346,128
223,64
46,428
321,368
65,401
423,438
455,361
459,756
654,58
455,169
434,153
160,337
80,357
289,231
257,231
169,455
419,495
357,80
529,504
361,455
221,85
1,548
78,548
531,548
340,548
459,548
104,157
21,548
405,548
138,58
106,548
256,548
278,548
203,548
816,170
169,548
93,27
592,269
393,810
748,164
504,529
254,216
212,77
209,237
164,748
817,493
434,303
173,306
168,284
419,79
314,221
211,698
58,249
173,325
113,338
21,10
433,152
249,460
592,124
8,569
8,570
8,498
31,28
8,499
174,58
86,172
434,128
183,168
741,741
381,157
389,157
392,157
393,157
320,157
378,157
103,157
382,157
181,157
383,157
283,157
385,157
386,157
387,157
390,157
394,157
250,157
398,157
368,157
60,157
150,157
295,157
308,157
391,157
321,157
157,181
371,98
482,79
340,79
79,340
17,307
377,548
597,810
62,187
314,215
440,818
17,220
434,340
187,62
430,19
434,163
216,254
44,133
158,241
569,8
374,502
173,301
12,8
570,8
498,8
499,8
504,8
590,27
531,366
78,366
445,366
21,434
197,498
281,13
293,498
342,495
214,495
5,520
434,210
412,411
17,223
340,434
428,269
336,409
9,569
480,39
26,25
8,452
493,585
328,328
79,531
569,9
366,531
754,9
19,430
495,342
103,342
342,342
277,342
376,342
181,342
219,342
280,342
214,342
450,342
296,342
203,342
351,342
231,342
122,342
468,342
179,342
95,342
60,342
575,342
411,412
441,8
342,167
434,531
104,104
473,249
249,473
115,437
103,368
17,308
314,405
418,183
532,211
397,394
405,314
342,181
529,374
685,647
191,149
352,206
394,397
27,261
585,493
647,685
733,538
165,135
434,441
581,409
303,57
610,57
619,57
342,450
28,424
8,441
529,499
707,358
59,303
377,368
424,28
515,450
624,409
105,404
56,610
57,610
303,610
89,610
59,610
434,280
104,368
566,11
14,167
404,105
278,179
179,278
344,149
310,221
420,201
57,59
303,59
89,59
610,59
619,59
531,434
8,293
165,79
521,598
685,298
23,590
420,149
655,155
105,105
236,160
765,430
434,81
16,249
211,434
457,526
434,17
129,186
258,356
179,345
47,79
160,404
404,160
337,155
504,430
420,155
818,440
82,489
186,272
11,91
186,129
28,129
20,81
148,434
81,20
62,133
195,211
231,621
499,359
1,224
256,224
221,224
365,224
231,257
548,21
420,189
538,733
615,146
529,502
224,221
468,221
447,409
296,526
137,305
467,21
82,422
21,467
434,229
62,390
756,459
366,19
107,19
18,420
56,809
60,394
229,434
809,56
458,172
86,12
19,366
351,278
259,73
73,259
62,169
65,325
371,548
776,593
46,548
129,548
381,381
18,366
283,153
256,153
212,453
191,284
400,400
83,142
366,18
214,346
106,83
91,11
484,515
23,165
371,132
420,18
273,429
170,460
214,460
408,517
460,170
35,26
260,248
259,248
73,248
126,126
92,426
211,809
287,20
283,376
132,371
155,81
20,287
299,69
218,222
219,222
310,222
85,222
312,222
223,222
18,222
314,222
225,222
226,222
222,314
426,92
215,314
305,137
157,376
783,424
367,261
474,145
31,282
434,148
444,423
314,223
